,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
396,43,No,0,1473,0,8,4,1,526,3,1,74,3,2,4,3,1,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2
397,25,No,0,891,1,4,2,5,527,2,1,99,2,2,8,4,0,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3
398,37,No,2,1063,0,25,5,4,529,2,1,72,3,2,7,3,2,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7
399,31,No,0,329,0,1,2,5,530,4,0,98,2,1,6,1,2,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2
400,39,No,1,1218,0,1,1,5,531,2,0,52,3,5,3,3,1,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
401,56,No,1,906,1,6,3,5,532,3,1,86,4,4,8,1,2,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7
402,30,No,0,1082,1,12,3,2,533,2,1,83,3,2,8,3,0,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4
403,41,No,0,645,1,1,3,3,534,2,0,49,4,3,8,1,2,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7
404,28,No,0,1300,0,17,2,4,536,3,0,79,3,2,6,1,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
405,25,Yes,0,688,0,3,3,4,538,1,0,91,3,1,6,1,2,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2
406,52,No,0,319,0,3,3,4,543,4,0,39,2,3,5,3,2,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
407,45,No,0,192,0,10,2,5,544,1,0,69,3,1,7,4,2,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
408,52,No,0,1490,0,4,2,5,546,4,1,30,3,4,3,4,2,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4
409,42,No,1,532,0,29,2,5,547,1,1,92,3,2,7,3,1,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
410,30,No,0,317,0,2,3,5,548,3,1,43,1,2,5,4,0,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
411,60,No,0,422,0,7,3,5,549,1,1,41,3,5,3,1,2,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10
412,46,No,0,1485,0,18,3,4,550,3,1,87,3,2,5,3,1,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8
413,42,No,1,1368,0,28,4,2,551,4,1,88,2,2,4,4,2,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4
414,24,Yes,0,1448,1,1,1,2,554,1,1,62,3,1,2,2,0,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4
415,34,Yes,1,296,1,6,2,3,555,4,1,33,1,1,2,3,1,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
416,38,No,1,1490,0,2,2,5,556,4,0,42,3,1,6,4,2,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0
417,40,No,0,1398,1,2,4,5,558,3,1,79,3,5,3,3,2,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
418,26,No,0,1349,0,23,3,5,560,1,1,90,3,1,7,4,1,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2
419,30,No,2,1400,0,3,3,5,562,3,0,53,3,1,6,4,2,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4
420,29,No,0,986,0,3,4,4,564,2,0,93,2,3,1,3,2,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7
421,29,Yes,0,408,0,25,5,2,565,3,1,71,2,1,7,2,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1
422,19,Yes,0,489,2,2,2,2,566,1,0,52,2,1,0,4,0,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0
423,30,No,2,1398,1,22,4,1,567,3,1,69,3,3,8,1,2,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8
424,57,No,0,210,1,29,3,3,568,1,0,56,2,4,3,4,1,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0
425,50,No,0,1099,0,29,4,5,569,2,0,88,2,4,3,3,2,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7
426,30,No,2,1116,0,2,3,4,571,3,1,49,3,1,6,4,0,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7
427,60,No,1,1499,1,28,3,3,573,3,1,80,2,3,8,1,2,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11
428,47,No,0,983,0,2,2,4,574,1,1,65,3,2,5,4,1,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4
429,46,No,0,1009,0,2,3,5,575,1,0,51,3,4,1,3,2,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1
430,35,No,0,144,0,22,3,5,577,4,0,46,1,1,6,3,0,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3
431,54,No,0,548,0,8,4,5,578,3,1,42,3,2,6,3,0,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0
432,34,No,0,1303,0,2,4,5,579,4,0,62,2,1,7,3,1,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7
433,46,No,0,1125,1,10,3,3,580,3,1,94,2,3,8,4,2,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2
434,31,No,0,1274,0,9,1,5,581,3,0,33,3,3,5,2,1,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8
435,33,Yes,0,1277,0,15,1,4,582,2,0,56,3,3,3,3,2,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7
436,33,Yes,0,587,0,10,1,4,584,1,0,38,1,1,6,4,1,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3
437,30,No,0,413,1,7,1,3,585,4,0,57,3,1,2,2,0,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2
438,35,No,0,1276,0,16,3,5,586,4,0,72,3,3,4,3,2,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0
439,31,Yes,1,534,0,20,3,5,587,1,0,66,3,3,4,3,2,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
440,34,Yes,1,988,2,23,3,0,590,2,1,43,3,3,0,1,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2
441,42,No,1,1474,0,5,2,1,591,2,0,97,3,1,6,3,2,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
442,36,No,2,635,1,10,4,4,592,2,0,32,3,3,8,4,0,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7
443,22,Yes,1,1368,0,4,1,2,593,3,0,99,2,1,6,3,0,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2
444,48,No,0,163,1,2,5,3,595,2,1,37,3,2,8,4,2,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7
445,55,No,0,1117,1,18,5,5,597,1,1,83,3,4,3,2,0,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7
446,41,No,2,267,1,10,2,5,599,4,0,56,3,2,8,4,0,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10
447,35,No,0,619,1,1,3,3,600,2,0,85,3,2,8,3,2,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
448,40,No,0,302,0,6,3,5,601,2,1,75,3,4,5,3,0,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13
449,39,No,1,443,0,8,1,5,602,3,1,48,3,1,6,3,2,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7
450,31,No,0,828,1,2,1,5,604,2,0,77,3,2,8,4,0,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5
451,42,No,0,319,0,24,3,4,605,4,0,56,3,3,5,1,2,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
452,45,No,0,561,1,2,3,1,606,4,0,61,3,2,8,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7
453,26,Yes,1,426,2,17,4,5,608,2,1,58,3,1,0,3,1,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
454,29,No,0,232,0,19,3,2,611,4,0,34,3,2,5,4,1,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
455,33,No,0,922,0,1,5,4,612,1,1,95,4,4,1,3,1,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5
456,31,No,0,688,1,7,3,5,613,3,0,44,2,3,3,4,1,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1
457,18,Yes,1,1306,1,5,3,3,614,2,0,69,3,1,2,2,0,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0
458,40,No,2,1094,1,28,3,1,615,3,0,58,1,3,8,1,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1
459,41,No,2,509,0,2,4,1,616,1,1,62,2,2,4,3,0,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7
460,26,No,0,775,1,29,2,4,618,1,0,45,3,2,8,3,1,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0
461,35,No,0,195,1,1,3,4,620,1,1,80,3,2,8,3,0,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3
462,34,No,0,258,1,21,4,5,621,4,0,74,4,2,8,4,0,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7
463,26,Yes,0,471,0,24,3,2,622,3,0,66,1,1,6,4,0,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0
464,37,No,0,799,0,1,3,2,623,2,1,59,3,3,5,4,0,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2
465,46,No,1,1034,0,18,1,4,624,1,1,86,3,3,4,3,2,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2
466,41,No,0,1276,1,2,5,5,625,2,1,91,3,4,3,1,2,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8
467,37,No,2,142,1,9,4,4,626,1,0,69,3,3,8,2,1,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7
468,52,No,0,956,0,6,2,2,630,4,0,78,3,2,7,1,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9
469,32,Yes,2,1474,1,11,4,1,631,4,0,60,4,2,8,3,2,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2
470,24,No,1,535,1,24,3,4,632,4,0,38,3,1,2,4,2,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1
471,38,No,0,1495,0,10,3,4,634,3,1,76,3,2,4,3,2,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0
472,37,No,0,446,0,1,4,5,635,2,1,65,3,2,5,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3
473,49,No,0,1245,0,18,4,5,638,4,0,58,2,5,1,3,1,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9
474,24,No,0,691,0,23,3,4,639,2,0,89,4,1,7,4,2,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4
475,26,No,0,703,1,28,2,3,641,1,0,66,3,2,8,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
476,24,No,0,823,0,17,2,1,643,4,0,94,2,1,6,2,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0
477,50,No,1,1246,2,3,3,4,644,1,0,99,3,5,3,2,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7
478,25,No,0,622,1,13,1,4,645,2,0,40,3,1,2,3,2,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
479,24,Yes,1,1287,0,7,3,5,647,1,1,55,3,1,6,3,2,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2
480,30,Yes,1,448,1,12,4,5,648,2,0,74,2,1,2,1,2,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0
481,34,No,0,254,0,1,2,5,649,2,0,83,2,1,7,4,2,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3
482,31,Yes,0,1365,1,13,4,4,650,2,0,46,3,2,8,1,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2
483,35,No,0,538,0,25,2,1,652,1,0,54,2,2,6,4,0,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2
484,31,No,0,525,1,6,4,4,653,1,0,66,4,2,8,4,1,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
485,27,No,0,798,0,6,4,4,655,1,1,66,2,1,7,3,1,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
486,37,No,0,558,1,2,3,3,656,4,0,75,3,2,8,3,2,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0
487,20,No,0,959,0,1,3,5,657,4,1,83,2,1,7,2,0,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0
488,42,No,0,622,0,2,4,5,659,3,1,81,3,2,4,4,2,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2
489,43,No,0,782,0,6,4,1,661,2,0,50,2,4,1,4,1,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0
490,38,No,0,362,0,1,1,5,662,3,1,43,3,1,7,1,0,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
491,43,No,1,1001,0,9,5,4,663,4,0,72,3,2,6,3,1,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7
492,48,No,0,1236,0,1,4,5,664,4,1,40,2,4,3,1,2,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
493,44,No,0,1112,2,1,4,5,665,1,1,50,2,2,0,3,0,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
494,34,No,0,204,1,14,3,2,666,3,1,31,3,1,2,3,1,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6
495,27,Yes,0,1420,1,2,1,3,667,3,0,85,3,1,2,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
496,21,No,0,1343,1,22,1,2,669,3,0,49,3,1,2,3,0,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
497,44,No,0,1315,0,3,4,1,671,4,0,35,3,5,3,4,2,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1
498,22,No,0,604,0,6,1,4,675,1,0,69,3,1,7,3,2,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2
499,33,No,0,1216,1,8,4,3,677,3,0,39,3,2,8,3,1,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2
500,32,No,0,646,0,9,4,5,679,1,1,92,3,2,7,4,2,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5
501,30,No,1,160,0,3,3,4,680,3,1,71,3,1,7,3,1,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0
502,53,No,0,238,1,1,1,4,682,4,1,34,3,2,8,1,0,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10
503,34,No,0,1397,0,1,5,5,683,2,0,42,3,1,7,4,2,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
504,45,Yes,1,306,1,26,4,5,684,1,1,100,3,2,8,1,2,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0
505,26,No,0,991,0,6,3,5,686,3,1,71,3,1,6,4,2,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2
506,37,No,0,482,0,3,3,1,689,3,0,36,3,3,5,3,2,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8
507,29,No,0,1176,1,3,2,4,690,2,1,62,3,2,8,3,2,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
508,35,No,0,1017,0,6,4,5,691,2,0,82,1,2,7,4,0,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
509,33,No,1,1296,0,6,3,5,692,3,0,30,3,2,4,4,1,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7
510,54,No,0,397,2,19,4,4,698,3,0,88,3,3,0,2,2,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1
511,36,No,0,913,0,9,2,4,699,2,0,48,2,2,5,2,1,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2
512,27,No,0,1115,0,3,4,4,700,1,0,54,2,1,7,4,0,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1
513,20,Yes,0,1362,0,10,1,4,701,4,0,32,3,1,7,3,0,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1
514,33,Yes,1,1076,0,3,3,5,702,1,0,70,3,1,7,1,0,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7
515,35,No,2,727,0,3,3,5,704,3,0,41,2,1,6,3,2,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
516,23,No,0,885,0,4,3,4,705,1,0,58,4,1,7,1,2,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2
517,25,No,0,810,1,8,3,5,707,4,0,57,4,2,8,2,2,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2
518,38,No,0,243,1,7,4,3,709,4,1,46,2,2,8,4,0,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
519,29,No,1,806,0,1,4,5,710,2,0,76,1,1,7,4,1,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8
520,48,No,0,817,1,2,1,3,712,2,0,56,4,2,8,2,2,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2
521,27,No,1,1410,1,3,1,4,714,4,1,71,4,2,8,4,1,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
522,37,No,0,1225,0,10,2,5,715,4,0,80,4,1,7,4,0,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0
523,50,No,0,1207,0,28,1,4,716,4,0,74,4,1,6,3,2,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
524,34,No,0,1442,0,9,3,4,717,4,1,46,2,3,4,2,0,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7
525,24,Yes,0,693,1,3,2,5,720,1,1,65,3,2,8,3,0,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0
526,39,No,0,408,0,2,4,2,721,4,1,80,2,2,4,3,0,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10
527,32,No,0,929,1,10,3,3,722,4,0,55,3,2,8,4,0,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8
528,50,Yes,1,562,1,8,2,2,723,2,0,50,3,2,8,3,2,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3
529,38,No,0,827,0,1,4,5,724,2,1,33,4,2,4,4,0,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8
530,27,No,0,608,0,1,2,5,725,3,1,68,3,3,5,1,2,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7
531,32,No,0,1018,0,3,2,5,727,3,1,39,3,3,1,4,0,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7
532,47,No,0,703,1,14,4,3,728,4,0,42,3,2,8,1,0,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
533,40,No,1,580,1,5,4,5,729,4,0,48,2,3,8,1,2,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12
534,53,No,0,970,0,7,3,5,730,3,0,59,4,4,1,3,2,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3
535,41,No,0,427,2,10,4,0,731,2,0,73,2,5,3,4,1,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6
536,60,No,0,1179,1,16,4,3,732,1,0,84,3,2,8,1,0,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2
537,27,No,1,294,0,10,2,5,733,4,0,32,3,3,5,1,1,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7
538,41,No,0,314,2,1,3,0,734,4,0,59,2,5,3,3,2,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10
539,50,No,0,316,1,8,4,3,738,4,0,54,3,1,2,2,2,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2
540,28,Yes,0,654,0,1,2,5,741,1,1,67,1,1,7,2,0,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7
541,36,No,2,427,0,8,3,5,742,1,1,63,4,3,1,1,2,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5
542,38,No,0,168,0,1,3,5,743,3,1,81,3,3,5,3,0,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0
543,44,No,2,381,0,24,3,4,744,1,0,49,1,1,6,3,0,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4
544,47,No,1,217,1,3,3,4,746,4,1,49,3,4,8,3,1,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13
545,30,No,0,501,1,27,5,3,747,3,0,99,3,2,8,4,1,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
546,29,No,0,1396,1,10,3,5,749,3,0,99,3,1,2,3,0,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0
547,42,Yes,1,933,0,19,3,4,752,3,0,57,4,1,7,3,1,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2
548,43,No,1,775,1,15,3,5,754,4,0,47,2,2,8,4,2,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2
549,34,No,0,970,0,8,2,4,757,2,1,96,3,2,4,3,0,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3
550,23,No,0,650,0,9,1,4,758,2,0,37,3,1,6,1,2,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2
551,39,No,0,141,2,3,3,0,760,3,1,44,4,2,0,2,2,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6
552,56,No,0,832,0,9,3,4,762,3,0,81,3,4,4,4,2,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
553,40,No,0,804,0,2,1,4,763,4,1,86,2,1,7,4,0,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3
554,27,No,0,975,0,7,3,4,764,4,1,55,2,2,4,1,0,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7
555,29,No,0,1090,1,10,3,3,766,4,0,83,3,1,2,2,1,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2
556,53,No,0,346,0,6,3,5,769,4,0,86,3,2,6,4,0,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2
557,35,No,2,1225,0,2,4,5,771,4,1,61,3,2,4,1,1,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0
558,32,No,1,430,0,24,4,5,772,1,0,80,3,2,6,4,2,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7
559,38,No,0,268,0,2,5,4,773,4,0,92,3,1,7,3,2,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1
560,34,No,0,167,0,8,5,5,775,2,1,32,3,2,5,1,1,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0
561,52,No,0,621,1,3,4,3,776,3,0,31,2,4,3,1,2,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
562,33,Yes,0,527,0,1,4,1,780,4,0,63,3,1,7,4,0,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8
563,25,No,0,883,1,26,1,4,781,3,1,32,3,2,8,4,0,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4
564,45,No,0,954,1,2,2,2,783,2,0,46,1,2,2,3,0,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
565,23,No,0,310,0,10,1,4,784,1,0,79,4,1,7,3,0,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2
566,47,Yes,1,719,1,27,2,5,785,2,1,77,4,2,8,3,0,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3
567,34,No,0,304,1,2,3,1,786,4,0,60,3,2,8,4,0,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4
568,55,Yes,0,725,0,2,3,4,787,4,0,78,3,5,3,1,2,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4
569,36,No,2,1434,1,8,4,5,789,1,0,76,2,3,8,1,0,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9
570,52,No,2,715,0,19,4,4,791,4,0,41,3,1,7,4,2,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
571,26,No,1,575,0,1,2,5,792,1,1,71,1,1,6,4,1,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
572,29,No,0,657,0,27,3,4,793,2,1,66,3,2,4,3,2,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1
573,26,Yes,0,1146,1,8,3,2,796,4,0,38,2,2,8,1,0,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2
574,34,No,0,182,0,1,4,5,797,2,1,72,4,1,7,4,0,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3
575,54,No,0,376,0,19,4,4,799,4,1,95,3,2,5,1,1,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4
576,27,No,1,829,1,8,1,3,800,3,0,84,3,2,8,4,2,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
577,37,No,0,571,0,10,1,5,802,4,1,82,3,1,7,1,1,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3
578,38,No,1,240,0,2,4,5,803,1,1,75,4,2,5,1,0,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12
579,34,No,0,121,0,2,4,4,804,3,1,86,2,1,7,1,0,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3
580,35,No,0,384,1,8,4,5,805,1,1,72,3,1,2,4,2,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2
581,30,No,0,921,0,1,3,5,806,4,0,38,1,1,6,3,2,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2
582,40,No,1,791,0,2,2,4,807,3,1,38,4,2,4,2,2,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
583,34,No,0,1111,1,8,2,5,808,3,1,93,3,2,8,1,2,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2
584,42,No,1,570,0,8,3,5,809,2,0,66,3,5,3,4,1,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9
585,23,Yes,0,1243,0,6,3,5,811,3,0,63,4,1,6,1,2,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
586,24,No,2,1092,0,9,3,5,812,3,0,60,2,1,6,2,1,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0
587,52,No,0,1325,0,11,4,5,813,4,1,82,3,2,6,3,2,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4
588,50,No,0,691,0,2,3,4,815,3,0,64,3,4,1,3,2,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
589,29,Yes,0,805,0,1,2,5,816,2,1,36,2,1,6,1,2,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0
590,33,No,0,213,0,7,3,4,817,3,0,49,3,3,1,3,2,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7
591,33,Yes,0,118,1,16,3,3,819,1,1,69,3,2,8,1,0,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2
592,47,No,0,202,0,2,2,1,820,3,1,33,3,4,3,4,2,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
593,36,No,0,676,0,1,3,1,823,3,1,35,3,2,5,2,2,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5
594,29,No,0,1252,0,23,2,5,824,3,0,81,4,1,7,3,2,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7
595,58,Yes,0,286,0,2,4,5,825,4,0,31,3,5,1,2,0,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8
